Player	Team	Position	Floor	Mean	Ceiling	SD	Risk	VOR	"Drop Off"	Tier	ADP
Logan Thomas	WAS	TE	8.31	9.74	14	2.42	6.25	0.206	4
Nelson Agholor	NE	WR	7.68	9.63	11.4	1.71	4.84	0.357	6
Rob Gronkowski	TB	TE	7.14	9.53	13	2.19	5.92	0.864	5
D.J. Chark	JAC	WR	7.51	9.27	10.5	1.15	3.44	0.014	6
Tyler Boyd	CIN	WR	7.48	9.26	10.2	1.25	3.27	0.0916	6
Emmanuel Sanders	BUF	WR	8.34	9.16	10.3	0.847	4.26	0.613	7
Leonard Fournette	TB	RB	6.41	9.1	10.9	1.83	4.87	0.261	8
Devin Singletary	BUF	RB	5.29	8.84	11.4	2.34	5.82	0.0164	8
Ronald Jones	TB	RB	6.21	8.82	12.2	2.68	6.83	0.0705	8
Redskins	WAS	DST	7.93	8.78	10.1	1.06	3.56	0.752	1
Jamaal Williams	DET	RB	6.16	8.75	10.5	1.68	4.72	0.512	8
Robert Tonyan	GB	TE	6.59	8.67	11.9	2.23	5.9	0.144	5
Michael Pittman	IND	WR	7.31	8.55	9.75	0.988	3.58	0.266	7
Dallas Goedert	PHI	TE	6.47	8.52	11.9	1.98	5.32	0.0196	5
Tyler Higbee	LAR	TE	6.13	8.5	13.6	2.89	7.19	0.263	5
Marquez Valdes-Scantling	GB	WR	6.81	8.29	10.5	1.52	4.62	0.00104	7
Christian Kirk	ARI	WR	5.24	8.28	10.9	2.13	5.3	0.0692	7
Kenyan Drake	LVR	RB	7.15	8.24	9.14	0.868	2.83	0.13	8
Jonnu Smith	NE	TE	5.74	8.24	12.2	2.65	6.66	0.217	6
Tyrell Williams	DET	WR	7.28	8.22	9.08	0.795	5.29	0.114	7
James White	NE	RB	6.22	8.11	8.94	1.16	3.61	0.352	8
Russell Gage	ATL	WR	4.38	8.1	11.2	2.78	6.95	0.0000421	7
Tim Patrick	DEN	WR	5.8	8.1	10.9	2.03	6.64	0.11	7
Patriots	NE	DST	7.37	8.02	8.76	0.602	2.09	0.393	2
Jared Cook	LAC	TE	6.81	8.02	9.33	0.884	3.53	0.694	6
Jalen Reagor	PHI	WR	6.01	7.99	9.5	1.39	3.86	0.00452	7
Darnell Mooney	CHI	WR	6.66	7.99	9.73	1.29	3.74	0.154	7
Deonte Harris	NO	WR	5.97	7.83	10.2	1.87	4.74	0.018	7
Will Fuller	MIA	WR	4.6	7.81	9.57	2.07	8.58	0.0646	7
James Conner	ARI	RB	5.2	7.76	9.28	1.74	4.35	0.395	8
Zach Pascal	IND	WR	7.13	7.75	8.57	0.62	3.51	0.00381	7
Jaylen Waddle	MIA	WR	5.31	7.75	10.4	1.93	4.87	0.0762	7
Henry Ruggs	LVR	WR	6.26	7.67	9.19	1.32	4.05	0.163	7
Packers	GB	DST	6.78	7.63	8.28	0.666	2.9	0.0252	3
Buccaneers	TB	DST	7.3	7.61	7.99	0.301	0.649	0.0649	3
Browns	CLE	DST	6.28	7.54	8.86	1.17	7.17	0.037	4
Sammy Watkins	BAL	WR	6.95	7.51	8.34	0.627	3.22	0.319	8
Saints	NO	DST	6.24	7.5	8.91	1	6.83	0.0046	4
49ers	SF	DST	6.74	7.5	8.83	1	4.05	0.0972	5
Rams	LAR	DST	6.7	7.4	8.36	0.762	3.27	0.127	6
