,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,%Play,Comp%,Comp,ATT,YPA,Yards,TDs,Ints,Att,Rush,TDs,
Brandon Aiyuk,2,SF,6,WR,0.02,10.00,8.8,8.7,86.9,0.5,0.41,73.83,13.3,13.0,958,6.0
Mohamed Sanu,3,SF,6,WR,0.00,0.00,6.2,6.1,0.0,0.0,0.13,23.41,10.8,10.5,245,1.0
Trent Sherfield,4,SF,6,WR,0.00,0.00,6.2,6.1,0.0,0.0,0.04,7.20,13.8,13.5,97,0.0
Jalen Hurd,5,SF,6,WR,0.00,0.00,4.7,4.6,0.0,0.0,0.00,0.00,11.9,11.6,0,0.0
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
San Francisco REC TE,,SF,6,TE,0.00,0.00,0.0,4.0,0.0,0.0,0.28,100.85,11.7,10.8,1181,8.0
George Kittle,1,SF,6,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.82,82.69,12.6,12.0,991,7.0
Ross Dwelley,2,SF,6,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.18,18.15,11.1,10.5,190,1.0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,%Play,Comp%,Comp,ATT,YPA,Yards,TDs,Ints,Att,Rush,TDs,
Seattle Passing,,SEA,9,QB,100.00,67%,375.8,560.0,7.9,4424.6,35.29,10.00,82,444,3.00,
Russell Wilson,1,SEA,9,QB,0.98,67%,368.3,548.8,8.0,4417.3,35.00,9.00,82,444,3.00,
Geno Smith,2,SEA,9,QB,0.02,60%,6.7,11.2,7.0,78.4,0.71,0.20,0,0,0.00,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Seattle Rushing,,SEA,9,RB,100.00,433.32,4.5,4.3,1969.4,14.0,0.19,71.41,7.0,7.4,501,5.0
Chris Carson,1,SEA,9,RB,0.53,229.66,4.3,4.2,963.1,7.0,0.61,43.56,7.4,6.8,296,4.0
Rashaad Penny,2,SEA,9,RB,0.24,104.00,4.5,4.4,456.9,4.0,0.25,17.85,8.4,7.8,139,1.0
Deejay Dallas,3,SEA,9,RB,0.04,17.33,4.1,4.0,69.2,0.0,0.14,10.00,7.1,6.5,65,0.0
Alex Collins,4,SEA,9,RB,0.00,0.00,3.9,3.8,0.0,0.0,0.00,0.00,7.2,6.6,0,0.0
Russell Wilson,,SEA,9,QB,0.19,82.33,5.5,5.4,444.0,3.0,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Seattle REC WR,,SEA,9,WR,0.01,6.01,6.0,4.0,36.2,0.2,0.61,229.26,13.5,12.6,3098,22.0
DK Metcalf,1,SEA,9,WR,0.00,2.00,7.8,7.7,15.4,0.0,0.42,96.29,15.2,14.9,1433,11.0
Tyler Lockett,2,SEA,9,WR,0.01,4.00,5.3,5.2,20.8,0.0,0.43,98.58,12.4,12.1,1191,9.0
Freddie Swain,3,SEA,9,WR,0.00,0.00,6.5,6.4,0.0,0.0,0.10,22.93,13.3,13.0,298,1.0
D'Wayne Eskridge,4,SEA,9,WR,0.00,0.00,5.8,5.7,0.0,0.0,0.03,6.88,17.7,17.4,120,0.5
John Ursua,5,SEA,9,WR,0.00,0.00,4.7,4.6,0.0,0.0,0.02,4.59,12.7,12.4,57,0.5
,,,,,,,,,,,,,,,,
Players,Rank,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Seattle REC TE,,SEA,9,TE,0.00,0.00,0.0,4.0,0.0,0.0,0.20,75.17,11.0,10.8,827,8.0
Gerald Everett,1,SEA,9,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.70,52.62,11.7,11.1,583,5.0
Will Dissly,2,SEA,9,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.30,22.55,11.4,10.8,243,3.0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,%Play,Comp%,Comp,ATT,YPA,Yards,TDs,Ints,Att,Rush,TDs,
Tampa Bay Passing,,TB,9,QB,100.00,66%,413.8,626.0,7.7,4824.3,35.46,11.00,28,19,2.00,
Tom Brady,1,TB,9,QB,0.98,66%,405.5,613.5,7.8,4815.2,35.00,10.00,28,19,2.00,
Blaine Gabbert,2,TB,9,QB,0.02,61%,7.6,12.5,7.3,91.4,0.71,0.22,0,0,0.00,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Tampa Bay Rushing,,TB,9,RB,100.00,400.32,3.8,4.3,1547.2,16.0,0.20,82.76,6.7,7.4,550,3.0
Ronald Jones,1,TB,9,RB,0.53,212.17,4.3,4.2,889.7,8.0,0.23,19.03,7.2,6.6,126,1.0
Leonard Fournette,2,TB,9,RB,0.31,124.10,4.0,3.9,483.2,5.0,0.18,14.90,6.5,5.9,88,0.0
Giovani Bernard,3,TB,9,RB,0.09,36.03,3.6,3.5,125.9,1.0,0.59,48.83,7.5,6.9,337,2.0
Ke'Shawn Vaughn,4,TB,9,RB,0.00,0.00,4.0,3.9,0.0,0.0,0.00,0.00,7.7,7.1,0,0.0
Tom Brady,,TB,9,QB,0.07,28.02,0.8,0.7,19.4,2.0,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Tampa Bay REC WR,,TB,9,WR,0.01,5.00,5.8,3.5,29.0,0.2,0.60,248.28,12.9,12.6,3198,22.0
Chris Godwin,1,TB,9,WR,0.00,0.00,6.4,6.3,0.0,0.0,0.35,86.90,13.0,12.7,1102,8.0
Mike Evans,2,TB,9,WR,0.00,0.00,5.4,5.3,0.0,0.0,0.29,72.00,14.4,14.1,1014,8.0
Antonio Brown,3,TB,9,WR,0.01,2.00,6.2,6.1,12.2,0.0,0.27,67.03,12.5,12.2,816,5.0
Scotty Miller,4,TB,9,WR,0.01,3.00,5.7,5.6,16.8,0.0,0.09,22.34,12.2,11.9,265,1.0
Tyler Johnson,5,TB,9,WR,0.00,0.00,5.1,5.0,0.0,0.0,0.00,0.00,13.6,13.3,0,0.0
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPC,REC,TDs
Tampa Bay REC TE,,TB,9,TE,0.00,0.00,0.0,3.5,0.0,0.0,0.20,82.76,13.0,10.8,1076,10.0
Rob Gronkowski,1,TB,9,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.55,45.52,13.8,13.2,600,7.0
O.J. Howard,2,TB,9,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.45,37.24,13.4,12.8,476,3.0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,%Play,Comp%,Comp,ATT,YPA,Yards,TDs,Ints,Att,Rush,TDs,
Tennessee Passing,,TEN,13,QB,100.00,66%,335.4,510.5,8.2,4179.7,27.04,11.00,45,197,4.00,
Ryan Tannehill,1,TEN,13,QB,0.97,66%,325.4,495.2,8.3,4109.6,27.00,10.00,45,197,4.00,
DeShone Kizer,2,TEN,13,QB,0.03,60%,9.2,15.3,6.7,102.6,0.81,0.33,0,0,0.00,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Tennessee Rushing,,TEN,13,RB,100.00,499.32,4.8,4.3,2393.7,20.0,0.15,50.31,8.1,7.4,409,2.0
Derrick Henry,1,TEN,13,RB,0.75,374.49,5.0,4.9,1832.6,15.0,0.53,26.67,9.8,9.2,245,1.0
Darrynton Evans,2,TEN,13,RB,0.11,54.93,4.3,4.2,230.3,1.0,0.31,15.60,7.6,7.0,109,1.0
Jeremy McNichols,3,TEN,13,RB,0.05,24.97,4.2,4.1,102.2,0.0,0.16,8.05,7.4,6.8,55,0.0
Mekhi Sargent,4,TEN,13,RB,0.00,0.00,3.7,3.6,0.0,0.0,0.00,0.00,6.7,6.1,0,0.0
Ryan Tannehill,,TEN,13,QB,0.09,44.94,4.5,4.4,197.4,4.0,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Tennessee REC WR,,TEN,13,WR,0.01,4.00,7.8,4.1,31.2,0.2,0.65,218.02,14.0,12.6,3062,19.0
Julio Jones,1,TEN,13,WR,0.00,0.00,7.2,7.1,0.0,0.0,0.39,85.03,14.4,14.1,1197,7.0
A.J. Brown,2,TEN,13,WR,0.01,4.00,7.9,7.8,31.2,0.0,0.36,78.49,15.2,14.9,1168,9.0
Josh Reynolds,3,TEN,13,WR,0.00,0.00,5.1,5.0,0.0,0.0,0.20,43.60,12.3,12.0,522,3.0
Dez Fitzpatrick,4,TEN,13,WR,0.00,0.00,4.7,4.6,0.0,0.0,0.05,10.90,16.3,16.0,174,0.0
Cameron Batson,5,TEN,13,WR,0.00,0.00,5.1,5.0,0.0,0.0,0.00,0.00,10.7,10.4,0,0.0
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Tennesee REC TE,,TEN,13,TE,0.00,0.00,0.0,4.1,0.0,0.0,0.20,67.08,10.6,10.8,709,6.0
Anthony Firkser,1,TEN,13,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.80,53.67,11.6,11.0,590,5.0
Geoff Swain,2,TEN,13,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.20,13.42,9.5,8.9,119,1.0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,%Play,Comp%,Comp,ATT,YPA,Yards,TDs,Ints,Att,Rush,TDs,
Washington Passing ,,WAS,9,QB,100.00,64%,368.4,576.5,6.5,3771.7,22.92,14.00,50,200,2.00,
Ryan Fitzpatrick,1,WAS,9,QB,0.94,64%,346.3,541.9,6.5,3549.0,23.00,13.00,50,200,2.00,
Taylor Heinicke,2,WAS,9,QB,0.06,60%,20.8,34.6,6.5,224.8,1.37,0.84,0,0,0.00,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Washington Rushing,,WAS,9,RB,100.00,416.82,4.0,4.3,1791.3,12.0,0.30,110.53,7.0,7.4,772,3.0
Antonio Gibson,1,WAS,9,RB,0.67,279.27,4.5,4.4,1227.0,10.0,0.48,53.05,7.9,7.3,387,2.0
J.D. McKissic,2,WAS,9,RB,0.15,62.52,4.3,4.2,262.2,0.0,0.52,57.47,7.3,6.7,385,1.0
Jaret Patterson,3,WAS,9,RB,0.06,25.01,4.2,4.1,102.4,0.0,0.00,0.00,7.2,6.6,0,0.0
0,4,WAS,9,RB,0.00,0.00,3.7,3.6,0.0,0.0,0.00,0.00,6.5,5.9,0,0.0
Ryan Fitzpatrick,,WAS,9,QB,0.12,50.02,4.1,4.0,199.7,2.0,,,,,,
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Washington REC WR ,,WAS,9,WR,0.06,27.00,5.6,4.1,149.9,0.8,0.50,184.21,12.3,12.6,2274,15.0
Terry McLaurin,1,WAS,9,WR,0.00,2.00,8.9,8.8,17.6,0.0,0.50,92.10,13.9,13.6,1251,8.0
Curtis Samuel,2,WAS,9,WR,0.06,25.00,5.4,5.3,132.3,1.0,0.33,60.79,11.2,10.9,661,6.0
Adam Humphries,3,WAS,9,WR,0.00,0.00,6.2,6.1,0.0,0.0,0.12,22.11,10.3,10.0,221,1.0
Antonio Gandy-Golden,4,WAS,9,WR,0.00,0.00,4.7,4.6,0.0,0.0,0.00,0.00,13.7,13.4,0,0.0
Dyami Brown,5,WAS,9,WR,0.00,0.00,5.1,5.0,0.0,0.0,0.05,9.21,15.7,15.4,142,0.0
,,,,,,,,,,,,,,,,
Players,RK,Team,BYE,POS,% ATT,ATT,YPA,YPAA,Rush,TDs,%Ctch,Catch,YPC,YPCA,REC,TDs
Washington REC TE,,WAS,9,TE,0.00,0.00,0.0,4.1,0.0,0.0,0.20,73.68,9.8,10.8,725,5.0
Logan Thomas,1,WAS,9,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.84,61.89,10.1,9.5,587,5.0
Ricky Seals-Jones,2,WAS,9,TE,0.00,0.00,8.0,7.9,0.0,0.0,0.16,11.79,12.3,11.7,138,0.0
